0	0
1	0
2	0
3	0
4	73.5
5	77.5
6	77.5
7	77.5
8	78.0
9	82.0
10	83.5
11	83.5
12	83.5
13	86.5
14	86.5
15	86.5
16	86.5
17	86.5
18	86.5
19	86.5
20	86.5
21	86.5
22	86.5
23	86.5
24	92.5
25	93.5
26	93.5
27	93.5
28	93.5
29	93.5
30	93.5
31	93.5
32	93.5
33	93.5
34	93.5
35	93.5
36	81.0
37	81.0
38	81.0
39	81.0
40	81.0
41	81.0
42	81.0
43	81.0
44	81.0
45	81.0
46	81.0
47	81.0
48	81.0
49	81.0
50	81.0
51	81.0
52	81.0
53	81.0
54	81.0
55	81.0
56	81.0
57	81.0
58	81.0
59	81.0
60	81.0
61	81.0
62	81.0
63	81.0
64	81.0
65	81.0
66	81.0
67	81.0
68	81.0
69	81.0
70	95.5
71	95.5
72	78.0
73	83.5
74	83.5
75	83.5
76	83.5
77	83.5
78	83.5
79	83.5
80	83.5
81	83.5
82	83.5
83	83.5
84	83.5
85	83.5
86	83.5
87	83.5
88	83.5
89	83.5
90	83.5
91	45.0
92	45.0
93	45.0
94	45.0
95	45.0
96	45.0
